D,S,ho,do,hc,hz,du,J,Q,Hi,y
150,5400,100,70,375,375,66,6.39,5,9,5911.59
150,5400,100,70,375,375,66,6.39,5,10,8239.21
150,5400,100,70,375,375,66,6.39,5,11,9007.54
150,5400,100,70,375,375,66,6.39,5,12,7692.53
150,5400,100,70,375,375,66,6.39,7.5,1,8367.53
150,5400,100,70,375,375,66,6.39,7.5,2,7876.64
150,5400,100,70,375,375,66,6.39,7.5,3,9172.32
150,5400,100,70,375,375,66,6.39,7.5,4,7686.55
150,5400,100,70,375,375,66,6.39,7.5,5,6968.73
150,5400,100,70,375,375,66,6.39,7.5,6,7852.2
150,5400,100,70,375,375,66,6.39,7.5,7,7374.5
150,5400,100,70,375,375,66,6.39,7.5,8,8429.9
150,5400,100,70,375,375,66,6.39,7.5,9,10324.95
150,5400,100,70,375,375,66,6.39,7.5,10,11541.3
150,5400,100,70,375,375,66,6.39,7.5,11,13230.04
150,5400,100,70,375,375,66,6.39,7.5,12,12918.97
150,5400,100,70,375,375,86,4.88,5,1,0
150,5400,100,70,375,375,86,4.88,5,2,5649.62
150,5400,100,70,375,375,86,4.88,5,3,5559.96
150,5400,100,70,375,375,86,4.88,5,4,5116.11
150,5400,100,70,375,375,86,4.88,5,5,4600.73
150,5400,100,70,375,375,86,4.88,5,6,3909.63
150,5400,100,70,375,375,86,4.88,5,7,4465.89
150,5400,100,70,375,375,86,4.88,5,8,4754.25
150,5400,100,70,375,375,86,4.88,5,9,5971.38
150,5400,100,70,375,375,86,4.88,5,10,5922.81
150,5400,100,70,375,375,86,4.88,5,11,6960.29
150,5400,100,70,375,375,86,4.88,5,12,6961.91
150,5400,100,70,375,375,86,4.88,7.5,1,0
150,5400,100,70,375,375,86,4.88,7.5,2,8348.43
150,5400,100,70,375,375,86,4.88,7.5,3,8092.66
150,5400,100,70,375,375,86,4.88,7.5,4,7864.09
150,5400,100,70,375,375,86,4.88,7.5,5,6863.31
150,5400,100,70,375,375,86,4.88,7.5,6,6587.73
150,5400,100,70,375,375,86,4.88,7.5,7,7664.82
150,5400,100,70,375,375,86,4.88,7.5,8,8130.56
150,5400,100,70,375,375,86,4.88,7.5,9,9230.41
150,5400,100,70,375,375,86,4.88,7.5,10,10230.33
150,5400,100,70,375,375,86,4.88,7.5,11,10111.38
150,5400,100,70,375,375,86,4.88,7.5,12,10736.77
150,5400,100,70,375,375,96,4.12,5,1,4801.71
150,5400,100,70,375,375,96,4.12,5,2,5335.88
150,5400,100,70,375,375,96,4.12,5,3,4805.31
150,5400,100,70,375,375,96,4.12,5,4,4897.35
150,5400,100,70,375,375,96,4.12,5,5,4511.9
150,5400,100,70,375,375,96,4.12,5,6,3616.15
150,5400,100,70,375,375,96,4.12,5,7,4561.33
150,5400,100,70,375,375,96,4.12,5,8,5199.75
150,5400,100,70,375,375,96,4.12,5,9,5295.76
150,5400,100,70,375,375,96,4.12,5,10,5106.13
150,5400,100,70,375,375,96,4.12,5,11,5704.19
150,5400,100,70,375,375,96,4.12,5,12,5547.25
150,5400,100,70,375,375,96,4.12,7.5,1,7182.63
150,5400,100,70,375,375,96,4.12,7.5,2,8996.51
150,5400,100,70,375,375,96,4.12,7.5,3,7675.86
150,5400,100,70,375,375,96,4.12,7.5,4,7379.13
150,5400,100,70,375,375,96,4.12,7.5,5,6695.13
150,5400,100,70,375,375,96,4.12,7.5,6,7045.19
150,5400,100,70,375,375,96,4.12,7.5,7,6878.08
150,5400,100,70,375,375,96,4.12,7.5,8,7473.7
150,5400,100,70,375,375,96,4.12,7.5,9,8638.73
150,5400,100,70,375,375,96,4.12,7.5,10,8617.62
150,5400,100,70,375,375,96,4.12,7.5,11,9092.91
150,5400,100,70,375,375,96,4.12,7.5,12,9434.62
150,5400,100,70,375,375,96,4.12,10,1,9911.24
150,5400,100,70,375,375,96,4.12,10,2,11589.88
150,5400,100,70,375,375,96,4.12,10,3,10383.15
150,5400,100,70,375,375,96,4.12,10,4,10450.23
150,5400,100,70,375,375,96,4.12,10,5,10299.03
150,5400,100,70,375,375,96,4.12,10,6,9954.8
150,5400,100,70,375,375,96,4.12,10,7,9653.48
150,5400,100,70,375,375,96,4.12,10,8,10479.12
150,5400,100,70,375,375,96,4.12,10,9,10836.75
150,5400,100,70,375,375,96,4.12,10,10,11285.54
150,5400,100,70,375,375,96,4.12,10,11,11959.42
150,5400,100,70,375,375,96,4.12,10,12,12024.68
150,5400,100,70,375,375,76,5.63,5,1,4405.68
150,5400,100,70,375,375,76,5.63,5,2,6000.16
150,5400,100,70,375,375,76,5.63,5,3,5177.06
150,5400,100,70,375,375,76,5.63,5,4,5030.52
150,5400,100,70,375,375,76,5.63,5,5,4743.13
150,5400,100,70,375,375,76,5.63,5,6,4559.42
150,5400,100,70,375,375,76,5.63,5,7,3265.95
150,5400,100,70,375,375,76,5.63,5,8,5079.78
150,5400,100,70,375,375,76,5.63,5,9,4566.6
150,5400,100,70,375,375,76,5.63,5,10,5785.51
150,5400,100,70,375,375,76,5.63,5,11,7333.99
150,5400,100,70,375,375,76,5.63,5,12,5972.37
150,5400,60,70,375,375,76,5.63,5,1,0
150,5400,60,70,375,375,76,5.63,5,2,4762.08
150,5400,60,70,375,375,76,5.63,5,3,4830.9
150,5400,60,70,375,375,76,5.63,5,4,4770.09
150,5400,60,70,375,375,76,5.63,5,5,4369.83
150,5400,60,70,375,375,76,5.63,5,6,4175.44
150,5400,60,70,375,375,76,5.63,5,7,4555.1
150,5400,60,70,375,375,76,5.63,5,8,4695.4
150,5400,60,70,375,375,76,5.63,5,9,5646.86
150,5400,60,70,375,375,76,5.63,5,10,7042.83
150,5400,60,70,375,375,76,5.63,5,11,7629.46
150,5400,60,70,375,375,76,5.63,5,12,7412.01
150,5400,80,70,375,375,76,5.63,5,1,0
150,5400,80,70,375,375,76,5.63,5,2,5795.58
150,5400,80,70,375,375,76,5.63,5,3,5596.41
150,5400,80,70,375,375,76,5.63,5,4,4512.13
150,5400,80,70,375,375,76,5.63,5,5,4824.2
150,5400,80,70,375,375,76,5.63,5,6,4627.4
150,5400,80,70,375,375,76,5.63,5,7,5065.08
150,5400,80,70,375,375,76,5.63,5,8,5187.79
150,5400,80,70,375,375,76,5.63,5,9,5460.88
150,5400,80,70,375,375,76,5.63,5,10,6981.17
150,5400,80,70,375,375,76,5.63,5,11,8481.84
150,5400,80,70,375,375,76,5.63,5,12,7539.28
150,5400,120,70,375,375,76,5.63,5,1,0
150,5400,120,70,375,375,76,5.63,5,2,5223.91
150,5400,120,70,375,375,76,5.63,5,3,5252.68
150,5400,120,70,375,375,76,5.63,5,4,5278.5
150,5400,120,70,375,375,76,5.63,5,5,4797.87
150,5400,120,70,375,375,76,5.63,5,6,4452.02
150,5400,120,70,375,375,76,5.63,5,7,4526.45
150,5400,120,70,375,375,76,5.63,5,8,5403.69
150,5400,120,70,375,375,76,5.63,5,9,6381.97
150,5400,120,70,375,375,76,5.63,5,10,7303.29
150,5400,120,70,375,375,76,5.63,5,11,8035.47
150,5400,120,70,375,375,76,5.63,5,12,7018.82
150,5400,100,70,300,450,76,5.63,5,1,4457.12
150,5400,100,70,300,450,76,5.63,5,2,5824.66
150,5400,100,70,300,450,76,5.63,5,3,4823.28
150,5400,100,70,300,450,76,5.63,5,4,4650.24
150,5400,100,70,300,450,76,5.63,5,5,4495.63
150,5400,100,70,300,450,76,5.63,5,6,4632.33
150,5400,100,70,300,450,76,5.63,5,7,5249.03
150,5400,100,70,300,450,76,5.63,5,8,4818.55
150,5400,100,70,300,450,76,5.63,5,9,6316.03
150,5400,100,70,300,450,76,5.63,5,10,6831.96
150,5400,100,70,300,450,76,5.63,5,11,7798.71
150,5400,100,70,300,450,76,5.63,5,12,7103.32
150,5400,100,70,300,450,76,5.63,7.5,1,7543.69
150,5400,100,70,300,450,76,5.63,7.5,2,8420.35
150,5400,100,70,300,450,76,5.63,7.5,3,8914.39
150,5400,100,70,300,450,76,5.63,7.5,4,7110.9
150,5400,100,70,300,450,76,5.63,7.5,5,7070.9
150,5400,100,70,300,450,76,5.63,7.5,6,7304.19
150,5400,100,70,300,450,76,5.63,7.5,7,7755.43
150,5400,100,70,300,450,76,5.63,7.5,8,8372.14
150,5400,100,70,300,450,76,5.63,7.5,9,9321.61
150,5400,100,70,300,450,76,5.63,7.5,10,11181.39
150,5400,100,70,300,450,76,5.63,7.5,11,11760.64
150,5400,100,70,300,450,76,5.63,7.5,12,12244.73
150,3600,100,70,375,375,76,5.63,5,1,4897.04
150,3600,100,70,375,375,76,5.63,5,2,4620.4
150,3600,100,70,375,375,76,5.63,5,3,4199.26
150,3600,100,70,375,375,76,5.63,5,4,4255.31
150,3600,100,70,375,375,76,5.63,5,5,4026.6
150,3600,100,70,375,375,76,5.63,5,6,3385.84
150,3600,100,70,375,375,76,5.63,5,7,3963.57
150,3600,100,70,375,375,76,5.63,5,8,4565.02
150,3600,100,70,375,375,76,5.63,5,9,5028.38
150,3600,100,70,375,375,76,5.63,5,10,6263.08
150,3600,100,70,375,375,76,5.63,5,11,6595.16
150,3600,100,70,375,375,76,5.63,5,12,5956.95
150,3600,100,70,375,375,76,5.63,7.5,1,6854.37
150,3600,100,70,375,375,76,5.63,7.5,2,7101.65
150,3600,100,70,375,375,76,5.63,7.5,3,6887.43
150,3600,100,70,375,375,76,5.63,7.5,4,6288.55
150,3600,100,70,375,375,76,5.63,7.5,5,6250.34
150,3600,100,70,375,375,76,5.63,7.5,6,6107.31
150,3600,100,70,375,375,76,5.63,7.5,7,6479.29
150,3600,100,70,375,375,76,5.63,7.5,8,6736.27
150,3600,100,70,375,375,76,5.63,7.5,9,8041.62
150,3600,100,70,375,375,76,5.63,7.5,10,9291.28
150,3600,100,70,375,375,76,5.63,7.5,11,9811.45
150,3600,100,70,375,375,76,5.63,7.5,12,9477.81
200,9600,133,93,500,500,118,4.7,7.5,1,0
200,9600,133,93,500,500,118,4.7,7.5,2,5811.57
200,9600,133,93,500,500,118,4.7,7.5,3,9323.3
200,9600,133,93,500,500,118,4.7,7.5,4,8114.04
200,9600,133,93,500,500,118,4.7,7.5,5,7261.38
200,9600,133,93,500,500,118,4.7,7.5,6,7157.27
200,9600,133,93,500,500,118,4.7,7.5,7,7047.55
200,9600,133,93,500,500,118,4.7,7.5,8,7895.92
200,9600,133,93,500,500,118,4.7,7.5,9,8805.6
200,9600,133,93,500,500,118,4.7,7.5,10,9966
200,9600,133,93,500,500,118,4.7,7.5,11,10477.57
200,9600,133,93,500,500,118,4.7,7.5,12,10307.64
200,9600,133,93,500,500,118,4.7,10,1,0
200,9600,133,93,500,500,118,4.7,10,2,7728.49
200,9600,133,93,500,500,118,4.7,10,3,11456.75
200,9600,133,93,500,500,118,4.7,10,4,10652.86
200,9600,133,93,500,500,118,4.7,10,5,10105.05
200,9600,133,93,500,500,118,4.7,10,6,9836.09
200,9600,133,93,500,500,118,4.7,10,7,11042.16
200,9600,133,93,500,500,118,4.7,10,8,10346.4
200,9600,133,93,500,500,118,4.7,10,9,13186.85
200,9600,133,93,500,500,118,4.7,10,10,14428.59
200,9600,133,93,500,500,118,4.7,10,11,14812.97
200,9600,133,93,500,500,118,4.7,10,12,15033.52
200,9600,133,93,500,500,118,4.7,12.5,1,0
200,9600,133,93,500,500,118,4.7,12.5,2,8102.26
200,9600,133,93,500,500,118,4.7,12.5,3,13273.51
200,9600,133,93,500,500,118,4.7,12.5,4,12387.59
200,9600,133,93,500,500,118,4.7,12.5,5,12217
200,9600,133,93,500,500,118,4.7,12.5,6,11714.77
200,9600,133,93,500,500,118,4.7,12.5,7,14188.55
200,9600,133,93,500,500,118,4.7,12.5,8,14651.5
200,9600,133,93,500,500,118,4.7,12.5,9,15208.46
200,9600,133,93,500,500,118,4.7,12.5,10,18563.93
200,9600,133,93,500,500,118,4.7,12.5,11,18269.92
200,9600,133,93,500,500,118,4.7,12.5,12,17817.64
200,9600,133,93,500,500,118,4.7,15,1,0
200,9600,133,93,500,500,118,4.7,15,2,11958.79
200,9600,133,93,500,500,118,4.7,15,3,17441.74
200,9600,133,93,500,500,118,4.7,15,4,17036.65
200,9600,133,93,500,500,118,4.7,15,5,15490.16
200,9600,133,93,500,500,118,4.7,15,6,15953.71
200,9600,133,93,500,500,118,4.7,15,7,16503.71
200,9600,133,93,500,500,118,4.7,15,8,19356.16
200,9600,133,93,500,500,118,4.7,15,9,18410.76
200,9600,133,93,500,500,118,4.7,15,10,22966.13
200,9600,133,93,500,500,118,4.7,15,11,22699.9
200,9600,133,93,500,500,118,4.7,15,12,23500.8
200,9600,133,93,500,500,118,4.7,20,1,0
200,9600,133,93,500,500,118,4.7,20,2,15755.2
200,9600,133,93,500,500,118,4.7,20,3,22298.68
200,9600,133,93,500,500,118,4.7,20,4,21877.17
200,9600,133,93,500,500,118,4.7,20,5,21757.76
200,9600,133,93,500,500,118,4.7,20,6,23965.96
200,9600,133,93,500,500,118,4.7,20,7,25533.5
200,9600,133,93,500,500,118,4.7,20,8,26045.62
200,9600,133,93,500,500,118,4.7,20,9,25595.63
200,9600,133,93,500,500,118,4.7,20,10,33690.56
200,9600,133,93,500,500,118,4.7,20,11,32090.88
200,9600,133,93,500,500,118,4.7,20,12,29145.75
200,9600,133,83,500,500,118,4.7,7.5,1,6284.71
200,9600,133,83,500,500,118,4.7,7.5,2,8209.38
200,9600,133,83,500,500,118,4.7,7.5,3,9709.56
200,9600,133,83,500,500,118,4.7,7.5,4,7917.56
200,9600,133,83,500,500,118,4.7,7.5,5,7179.16
200,9600,133,83,500,500,118,4.7,7.5,6,7414.77
200,9600,133,83,500,500,118,4.7,7.5,7,7897.37
200,9600,133,83,500,500,118,4.7,7.5,8,8683.02
200,9600,133,83,500,500,118,4.7,7.5,9,10630.7
200,9600,133,83,500,500,118,4.7,7.5,10,10716.18
200,9600,133,83,500,500,118,4.7,7.5,11,11410.5
200,9600,133,83,500,500,118,4.7,7.5,12,11158.79
200,9600,133,83,500,500,118,4.7,10,1,9364.65
200,9600,133,83,500,500,118,4.7,10,2,10832.35
200,9600,133,83,500,500,118,4.7,10,3,11225.19
200,9600,133,83,500,500,118,4.7,10,4,10811.75
200,9600,133,83,500,500,118,4.7,10,5,10187.99
200,9600,133,83,500,500,118,4.7,10,6,10015.45
200,9600,133,83,500,500,118,4.7,10,7,11267.37
200,9600,133,83,500,500,118,4.7,10,8,11313.97
200,9600,133,83,500,500,118,4.7,10,9,13504.97
200,9600,133,83,500,500,118,4.7,10,10,13503.06
200,9600,133,83,500,500,118,4.7,10,11,14544.96
200,9600,133,83,500,500,118,4.7,10,12,15228.92
200,9600,133,83,500,500,118,4.7,12.5,1,11656.1
200,9600,133,83,500,500,118,4.7,12.5,2,14360.97
200,9600,133,83,500,500,118,4.7,12.5,3,13625.42
200,9600,133,83,500,500,118,4.7,12.5,4,13831
200,9600,133,83,500,500,118,4.7,12.5,5,12447.08
200,9600,133,83,500,500,118,4.7,12.5,6,12990.27
200,9600,133,83,500,500,118,4.7,12.5,7,14741.45
200,9600,133,83,500,500,118,4.7,12.5,8,13908.96
200,9600,133,83,500,500,118,4.7,12.5,9,16177.54
200,9600,133,83,500,500,118,4.7,12.5,10,21014.01
200,9600,133,83,500,500,118,4.7,12.5,11,20807.01
200,9600,133,83,500,500,118,4.7,12.5,12,18027.54
200,9600,133,103,500,500,118,4.7,7.5,1,6583.11
200,9600,133,103,500,500,118,4.7,7.5,2,8549.62
200,9600,133,103,500,500,118,4.7,7.5,3,8862.06
200,9600,133,103,500,500,118,4.7,7.5,4,8032.58
200,9600,133,103,500,500,118,4.7,7.5,5,6971.99
200,9600,133,103,500,500,118,4.7,7.5,6,7094.47
200,9600,133,103,500,500,118,4.7,7.5,7,7185.79
200,9600,133,103,500,500,118,4.7,7.5,8,7977.4
200,9600,133,103,500,500,118,4.7,7.5,9,9214.44
200,9600,133,103,500,500,118,4.7,7.5,10,8897.9
200,9600,133,103,500,500,118,4.7,7.5,11,8465.48
200,9600,133,103,500,500,118,4.7,7.5,12,8706.78
200,9600,133,103,500,500,118,4.7,10,1,7608.66
200,9600,133,103,500,500,118,4.7,10,2,9933.53
200,9600,133,103,500,500,118,4.7,10,3,9439.29
200,9600,133,103,500,500,118,4.7,10,4,9374.67
200,9600,133,103,500,500,118,4.7,10,5,8225.12
200,9600,133,103,500,500,118,4.7,10,6,9322.67
200,9600,133,103,500,500,118,4.7,10,7,9507.74
200,9600,133,103,500,500,118,4.7,10,8,9940.36
200,9600,133,103,500,500,118,4.7,10,9,10586.27
200,9600,133,103,500,500,118,4.7,10,10,12403.9
200,9600,133,103,500,500,118,4.7,10,11,12337.38
200,9600,133,103,500,500,118,4.7,10,12,12006.02
200,9600,133,103,500,500,118,4.7,12.5,1,11846.67
200,9600,133,103,500,500,118,4.7,12.5,2,15539.75
200,9600,133,103,500,500,118,4.7,12.5,3,14313.46
200,9600,133,103,500,500,118,4.7,12.5,4,14060.72
200,9600,133,103,500,500,118,4.7,12.5,5,13348.36
200,9600,133,103,500,500,118,4.7,12.5,6,13057.17
200,9600,133,103,500,500,118,4.7,12.5,7,12168.23
200,9600,133,103,500,500,118,4.7,12.5,8,13482.77
200,9600,133,103,500,500,118,4.7,12.5,9,15903.7
200,9600,133,103,500,500,118,4.7,12.5,10,17011.89
200,9600,133,103,500,500,118,4.7,12.5,11,18145.57
200,9600,133,103,500,500,118,4.7,12.5,12,17118.55
200,9600,133,113,500,500,118,4.7,7.5,1,4870.77
200,9600,133,113,500,500,118,4.7,7.5,2,9451.17
200,9600,133,113,500,500,118,4.7,7.5,3,8655.79
200,9600,133,113,500,500,118,4.7,7.5,4,8508.85
200,9600,133,113,500,500,118,4.7,7.5,5,6959.41
200,9600,133,113,500,500,118,4.7,7.5,6,6692.44
200,9600,133,113,500,500,118,4.7,7.5,7,6362.55
200,9600,133,113,500,500,118,4.7,7.5,8,7344.14
200,9600,133,113,500,500,118,4.7,7.5,9,8253.76
200,9600,133,113,500,500,118,4.7,7.5,10,8475.99
200,9600,133,113,500,500,118,4.7,7.5,11,8704.42
200,9600,133,113,500,500,118,4.7,7.5,12,10107.38
200,9600,133,113,500,500,118,4.7,10,1,6655.06
200,9600,133,113,500,500,118,4.7,10,2,13155.4
200,9600,133,113,500,500,118,4.7,10,3,11449.01
200,9600,133,113,500,500,118,4.7,10,4,9700.78
200,9600,133,113,500,500,118,4.7,10,5,9859.28
200,9600,133,113,500,500,118,4.7,10,6,8792
200,9600,133,113,500,500,118,4.7,10,7,10032.32
200,9600,133,113,500,500,118,4.7,10,8,9446.36
200,9600,133,113,500,500,118,4.7,10,9,10077.27
200,9600,133,113,500,500,118,4.7,10,10,11346.22
200,9600,133,113,500,500,118,4.7,10,11,14037.44
200,9600,133,113,500,500,118,4.7,10,12,12713.54
200,9600,133,113,500,500,118,4.7,12.5,1,11588.25
200,9600,133,113,500,500,118,4.7,12.5,2,14999.4
200,9600,133,113,500,500,118,4.7,12.5,3,15125.88
200,9600,133,113,500,500,118,4.7,12.5,4,12134.8
200,9600,133,113,500,500,118,4.7,12.5,5,10931.03
200,9600,133,113,500,500,118,4.7,12.5,6,12066.35
200,9600,133,113,500,500,118,4.7,12.5,7,11053.6
200,9600,133,113,500,500,118,4.7,12.5,8,11923.95
200,9600,133,113,500,500,118,4.7,12.5,9,12698.47
200,9600,133,113,500,500,118,4.7,12.5,10,15657.18
200,9600,133,113,500,500,118,4.7,12.5,11,18371.24
200,9600,133,113,500,500,118,4.7,12.5,12,16996.78
200,9600,133,113,500,500,118,4.7,15,1,10088.27
200,9600,133,113,500,500,118,4.7,15,2,19703.42
200,9600,133,113,500,500,118,4.7,15,3,16225.65
200,9600,133,113,500,500,118,4.7,15,4,15998.55
200,9600,133,113,500,500,118,4.7,15,5,14400.02
200,9600,133,113,500,500,118,4.7,15,6,14106.55
200,9600,133,113,500,500,118,4.7,15,7,13553.07
200,9600,133,113,500,500,118,4.7,15,8,15545.99
200,9600,133,113,500,500,118,4.7,15,9,18643.51
200,9600,133,113,500,500,118,4.7,15,10,17646.98
200,9600,133,113,500,500,118,4.7,15,11,23580.72
200,9600,133,113,500,500,118,4.7,15,12,21620
200,9600,133,93,500,500,108,5.26,7.5,1,0
200,9600,133,93,500,500,108,5.26,7.5,2,8252.78
200,9600,133,93,500,500,108,5.26,7.5,3,9367.59
200,9600,133,93,500,500,108,5.26,7.5,4,8271.04
200,9600,133,93,500,500,108,5.26,7.5,5,6964.28
200,9600,133,93,500,500,108,5.26,7.5,6,7635.01
200,9600,133,93,500,500,108,5.26,7.5,7,7867.56
200,9600,133,93,500,500,108,5.26,7.5,8,8528.78
200,9600,133,93,500,500,108,5.26,7.5,9,9330.4
200,9600,133,93,500,500,108,5.26,7.5,10,10268.08
200,9600,133,93,500,500,108,5.26,7.5,11,11032.04
200,9600,133,93,500,500,108,5.26,7.5,12,11867.59
200,9600,133,93,500,500,108,5.26,10,1,0
200,9600,133,93,500,500,108,5.26,10,2,10388.66
200,9600,133,93,500,500,108,5.26,10,3,11386.43
200,9600,133,93,500,500,108,5.26,10,4,11526.76
200,9600,133,93,500,500,108,5.26,10,5,10358.47
200,9600,133,93,500,500,108,5.26,10,6,10547.72
200,9600,133,93,500,500,108,5.26,10,7,10275.52
200,9600,133,93,500,500,108,5.26,10,8,12117.27
200,9600,133,93,500,500,108,5.26,10,9,15277.31
200,9600,133,93,500,500,108,5.26,10,10,16475.22
200,9600,133,93,500,500,108,5.26,10,11,14318.36
200,9600,133,93,500,500,108,5.26,10,12,14578.66
200,9600,133,93,500,500,128,4.12,7.5,1,0
200,9600,133,93,500,500,128,4.12,7.5,2,8141.35
200,9600,133,93,500,500,128,4.12,7.5,3,9187.59
200,9600,133,93,500,500,128,4.12,7.5,4,7503.48
200,9600,133,93,500,500,128,4.12,7.5,5,7656.46
200,9600,133,93,500,500,128,4.12,7.5,6,7454.02
200,9600,133,93,500,500,128,4.12,7.5,7,7021.73
200,9600,133,93,500,500,128,4.12,7.5,8,7790.55
200,9600,133,93,500,500,128,4.12,7.5,9,8468.93
200,9600,133,93,500,500,128,4.12,7.5,10,10224.84
200,9600,133,93,500,500,128,4.12,7.5,11,9635.33
200,9600,133,93,500,500,128,4.12,7.5,12,8933.33
200,9600,133,93,500,500,128,4.12,10,1,0
200,9600,133,93,500,500,128,4.12,10,2,11278.9
200,9600,133,93,500,500,128,4.12,10,3,12280.58
200,9600,133,93,500,500,128,4.12,10,4,10645.31
200,9600,133,93,500,500,128,4.12,10,5,10446.6
200,9600,133,93,500,500,128,4.12,10,6,9692.54
200,9600,133,93,500,500,128,4.12,10,7,10179.48
200,9600,133,93,500,500,128,4.12,10,8,11087.13
200,9600,133,93,500,500,128,4.12,10,9,12806.35
200,9600,133,93,500,500,128,4.12,10,10,13472.37
200,9600,133,93,500,500,128,4.12,10,11,13465.01
200,9600,133,93,500,500,128,4.12,10,12,13374.84
200,9600,133,93,500,500,128,4.12,12.5,1,0
200,9600,133,93,500,500,128,4.12,12.5,2,14463.5
200,9600,133,93,500,500,128,4.12,12.5,3,16611.15
200,9600,133,93,500,500,128,4.12,12.5,4,13561.86
200,9600,133,93,500,500,128,4.12,12.5,5,11902.52
200,9600,133,93,500,500,128,4.12,12.5,6,11592.83
200,9600,133,93,500,500,128,4.12,12.5,7,12713.97
200,9600,133,93,500,500,128,4.12,12.5,8,14052.38
200,9600,133,93,500,500,128,4.12,12.5,9,15841.49
200,9600,133,93,500,500,128,4.12,12.5,10,17468.95
200,9600,133,93,500,500,128,4.12,12.5,11,17535.07
200,9600,133,93,500,500,128,4.12,12.5,12,16108.08
200,9600,133,93,500,500,128,4.12,15,1,0
200,9600,133,93,500,500,128,4.12,15,2,16262.14
200,9600,133,93,500,500,128,4.12,15,3,19217.86
200,9600,133,93,500,500,128,4.12,15,4,14726.56
200,9600,133,93,500,500,128,4.12,15,5,14550.22
200,9600,133,93,500,500,128,4.12,15,6,14999.22
200,9600,133,93,500,500,128,4.12,15,7,15201.34
200,9600,133,93,500,500,128,4.12,15,8,17171.67
200,9600,133,93,500,500,128,4.12,15,9,18136.4
200,9600,133,93,500,500,128,4.12,15,10,21618.64
200,9600,133,93,500,500,128,4.12,15,11,20756.01
200,9600,133,93,500,500,128,4.12,15,12,20074.88
200,9600,133,93,500,500,138,3.55,7.5,1,0
200,9600,133,93,500,500,138,3.55,7.5,2,7976.67
200,9600,133,93,500,500,138,3.55,7.5,3,8713.38
200,9600,133,93,500,500,138,3.55,7.5,4,6816.57
200,9600,133,93,500,500,138,3.55,7.5,5,7128.57
200,9600,133,93,500,500,138,3.55,7.5,6,6783.1
200,9600,133,93,500,500,138,3.55,7.5,7,8231.13
200,9600,133,93,500,500,138,3.55,7.5,8,7755.02
200,9600,133,93,500,500,138,3.55,7.5,9,7740.6
200,9600,133,93,500,500,138,3.55,7.5,10,9171.77
200,9600,133,93,500,500,138,3.55,7.5,11,8485.94
200,9600,133,93,500,500,138,3.55,7.5,12,7989.17
200,9600,133,93,500,500,138,3.55,10,1,0
200,9600,133,93,500,500,138,3.55,10,2,11503.33
200,9600,133,93,500,500,138,3.55,10,3,11796.76
200,9600,133,93,500,500,138,3.55,10,4,8694.21
200,9600,133,93,500,500,138,3.55,10,5,9818.49
200,9600,133,93,500,500,138,3.55,10,6,9398.96
200,9600,133,93,500,500,138,3.55,10,7,9948.56
200,9600,133,93,500,500,138,3.55,10,8,10960.64
200,9600,133,93,500,500,138,3.55,10,9,12478.1
200,9600,133,93,500,500,138,3.55,10,10,10565.91
200,9600,133,93,500,500,138,3.55,10,11,10885.62
200,9600,133,93,500,500,138,3.55,10,12,11533.85
200,9600,133,93,500,500,138,3.55,12.5,1,0
200,9600,133,93,500,500,138,3.55,12.5,2,14622.11
200,9600,133,93,500,500,138,3.55,12.5,3,15036.94
200,9600,133,93,500,500,138,3.55,12.5,4,11348.67
200,9600,133,93,500,500,138,3.55,12.5,5,12694.88
200,9600,133,93,500,500,138,3.55,12.5,6,12721.53
200,9600,133,93,500,500,138,3.55,12.5,7,12526.38
200,9600,133,93,500,500,138,3.55,12.5,8,14316.83
200,9600,133,93,500,500,138,3.55,12.5,9,14910.09
200,9600,133,93,500,500,138,3.55,12.5,10,14131.5
200,9600,133,93,500,500,138,3.55,12.5,11,16321.17
200,9600,133,93,500,500,138,3.55,12.5,12,16008.48
200,9600,133,93,500,500,138,3.55,15,1,0
200,9600,133,93,500,500,138,3.55,15,2,17832.19
200,9600,133,93,500,500,138,3.55,15,3,18745.46
200,9600,133,93,500,500,138,3.55,15,4,16301.3
200,9600,133,93,500,500,138,3.55,15,5,14094.51
200,9600,133,93,500,500,138,3.55,15,6,14689.69
200,9600,133,93,500,500,138,3.55,15,7,14808.01
200,9600,133,93,500,500,138,3.55,15,8,16797.18
200,9600,133,93,500,500,138,3.55,15,9,16729.97
200,9600,133,93,500,500,138,3.55,15,10,17838.98
200,9600,133,93,500,500,138,3.55,15,11,21506.31
200,9600,133,93,500,500,138,3.55,15,12,20658.71
200,9600,93,93,500,500,118,4.7,7.5,1,0
200,9600,93,93,500,500,118,4.7,7.5,2,8463.33
200,9600,93,93,500,500,118,4.7,7.5,3,8322.62
200,9600,93,93,500,500,118,4.7,7.5,4,7523.53
200,9600,93,93,500,500,118,4.7,7.5,5,7029.29
200,9600,93,93,500,500,118,4.7,7.5,6,7109.9
200,9600,93,93,500,500,118,4.7,7.5,7,7842.39
200,9600,93,93,500,500,118,4.7,7.5,8,7572.1
200,9600,93,93,500,500,118,4.7,7.5,9,8882.01
200,9600,93,93,500,500,118,4.7,7.5,10,9445.25
200,9600,93,93,500,500,118,4.7,7.5,11,9715.63
200,9600,93,93,500,500,118,4.7,7.5,12,11978.93
200,9600,93,93,500,500,118,4.7,10,1,0
