D,S,ho,do,hc,hz,du,J,Q,Hi,y
75,1350,70,35,150,225,38,4.7,7.5,6,5837.34
75,1350,70,35,150,225,38,4.7,7.5,7,7898.12
75,1350,70,35,150,225,38,4.7,7.5,8,8507.95
75,1350,70,35,150,225,38,4.7,7.5,9,9252.36
75,1350,70,35,150,225,38,4.7,7.5,10,9383.11
75,1350,70,35,150,225,38,4.7,7.5,11,10000
75,1350,70,35,150,225,38,4.7,7.5,12,9420
75,1350,50,15,150,225,38,4.7,5,1,3559.432525
75,1350,50,15,150,225,38,4.7,5,2,4346.152882
75,1350,50,15,150,225,38,4.7,5,3,4456.435548
75,1350,50,15,150,225,38,4.7,5,4,4651.83828
75,1350,50,15,150,225,38,4.7,5,5,4932.169532
75,1350,50,15,150,225,38,4.7,5,6,5428.544334
75,1350,50,15,150,225,38,4.7,5,7,5976.286914
75,1350,50,15,150,225,38,4.7,5,8,6505.641894
75,1350,50,15,150,225,38,4.7,5,9,6946.672264
75,1350,50,15,150,225,38,4.7,5,10,7394.295996
75,1350,50,15,150,225,38,4.7,5,11,7720
75,1350,50,15,150,225,38,4.7,5,12,6980
75,1350,50,15,150,225,38,4.7,7.5,1,6942.411255
75,1350,50,15,150,225,38,4.7,7.5,2,5730.581936
75,1350,50,15,150,225,38,4.7,7.5,3,7894.673463
75,1350,50,15,150,225,38,4.7,7.5,4,7782.743528
75,1350,50,15,150,225,38,4.7,7.5,5,6590.167968
75,1350,50,15,150,225,38,4.7,7.5,6,9070.421143
75,1350,50,15,150,225,38,4.7,7.5,7,10364.85008
75,1350,50,15,150,225,38,4.7,7.5,8,11737.27003
75,1350,50,15,150,225,38,4.7,7.5,9,12824.70508
75,1350,50,15,150,225,38,4.7,7.5,10,12608.60253
75,1350,50,15,150,225,38,4.7,7.5,11,12500
75,1350,50,15,150,225,38,4.7,7.5,12,12300
75,1350,50,25,150,225,38,4.7,5,1,3509.835935
75,1350,50,25,150,225,38,4.7,5,2,4062.533398
75,1350,50,25,150,225,38,4.7,5,3,4353.246044
75,1350,50,25,150,225,38,4.7,5,4,4544.335254
75,1350,50,25,150,225,38,4.7,5,5,4538.896682
75,1350,50,25,150,225,38,4.7,5,6,4948.20332
75,1350,50,25,150,225,38,4.7,5,7,5519.514844
75,1350,50,25,150,225,38,4.7,5,8,5819.53613
75,1350,50,25,150,225,38,4.7,5,9,6441.555176
75,1350,50,25,150,225,38,4.7,5,10,6638.758886
75,1350,50,25,150,225,38,4.7,5,11,7450
75,1350,50,25,150,225,38,4.7,5,12,7530
75,1350,50,25,150,225,38,4.7,7.5,1,6438.47046
75,1350,50,25,150,225,38,4.7,7.5,2,6812.103318
75,1350,50,25,150,225,38,4.7,7.5,3,7108.908692
75,1350,50,25,150,225,38,4.7,7.5,4,7283.810352
75,1350,50,25,150,225,38,4.7,7.5,5,8108.668752
75,1350,50,25,150,225,38,4.7,7.5,6,8445.080666
75,1350,50,25,150,225,38,4.7,7.5,7,9161.284766
75,1350,50,25,150,225,38,4.7,7.5,8,9852.123834
75,1350,50,25,150,225,38,4.7,7.5,9,10391.07089
75,1350,50,25,150,225,38,4.7,7.5,10,10859.20176
75,1350,50,25,150,225,38,4.7,7.5,11,12800
75,1350,50,25,150,225,38,4.7,7.5,12,11800
75,1350,50,45,150,225,38,4.7,5,1,1691.671166
75,1350,50,45,150,225,38,4.7,5,2,3578.684034
75,1350,50,45,150,225,38,4.7,5,3,3228.07539
75,1350,50,45,150,225,38,4.7,5,4,2718.881932
75,1350,50,45,150,225,38,4.7,5,5,2636.526612
75,1350,50,45,150,225,38,4.7,5,6,3076.117772
75,1350,50,45,150,225,38,4.7,5,7,2901.381788
75,1350,50,45,150,225,38,4.7,5,8,3185.677978
75,1350,50,45,150,225,38,4.7,5,9,3398.592382
75,1350,50,45,150,225,38,4.7,5,10,3398.991212
75,1350,50,45,150,225,38,4.7,5,11,3710
75,1350,50,45,150,225,38,4.7,5,12,3800
75,1350,50,45,150,225,38,4.7,7.5,1,2472.386232
75,1350,50,45,150,225,38,4.7,7.5,2,5409.35
75,1350,50,45,150,225,38,4.7,7.5,3,5881.17461
75,1350,50,45,150,225,38,4.7,7.5,4,5316.291406
75,1350,50,45,150,225,38,4.7,7.5,5,5467.264162
75,1350,50,45,150,225,38,4.7,7.5,6,5130.948682
75,1350,50,45,150,225,38,4.7,7.5,7,5258.028124
75,1350,50,45,150,225,38,4.7,7.5,8,5827.566016
75,1350,50,45,150,225,38,4.7,7.5,9,6236.937502
75,1350,50,45,150,225,38,4.7,7.5,10,6720.723242
75,1350,50,45,150,225,38,4.7,7.5,11,7070
75,1350,50,45,150,225,38,4.7,7.5,12,6910
75,1350,50,35,150,225,28,5.96,5,1,4390.908006
75,1350,50,35,150,225,28,5.96,5,2,3314.648974
75,1350,50,35,150,225,28,5.96,5,3,3213.203222
75,1350,50,35,150,225,28,5.96,5,4,3629.350196
75,1350,50,35,150,225,28,5.96,5,5,3850.362794
75,1350,50,35,150,225,28,5.96,5,6,5258.253418
75,1350,50,35,150,225,28,5.96,5,7,6098.14336
75,1350,50,35,150,225,28,5.96,5,8,6500.498828
75,1350,50,35,150,225,28,5.96,5,9,6924.154784
75,1350,50,35,150,225,28,5.96,5,10,7727.362012
75,1350,50,35,150,225,28,5.96,5,11,8260
75,1350,50,35,150,225,28,5.96,5,12,7410
75,1350,50,35,150,225,48,3.43,5,1,5093.85
75,1350,50,35,150,225,48,3.43,5,2,4336.8
75,1350,50,35,150,225,48,3.43,5,3,3882.15
75,1350,50,35,150,225,48,3.43,5,4,3560.63
75,1350,50,35,150,225,48,3.43,5,5,3535.49
75,1350,50,35,150,225,48,3.43,5,6,3585.05
75,1350,50,35,150,225,48,3.43,5,7,4277.56
75,1350,50,35,150,225,48,3.43,5,8,4503.46
75,1350,50,35,150,225,48,3.43,5,9,4136.99
75,1350,50,35,150,225,48,3.43,5,10,4440.77
75,1350,50,35,150,225,48,3.43,5,11,4920
75,1350,50,35,150,225,48,3.43,5,12,4440
75,1350,50,35,150,225,48,3.43,7.5,1,7266.6
75,1350,50,35,150,225,48,3.43,7.5,2,7156.52
75,1350,50,35,150,225,48,3.43,7.5,3,6092.94
75,1350,50,35,150,225,48,3.43,7.5,4,6365.25
75,1350,50,35,150,225,48,3.43,7.5,5,7262.79
75,1350,50,35,150,225,48,3.43,7.5,6,6859.88
75,1350,50,35,150,225,48,3.43,7.5,7,7538.42
75,1350,50,35,150,225,48,3.43,7.5,8,7725.48
75,1350,50,35,150,225,48,3.43,7.5,9,7637.78
75,1350,50,35,150,225,48,3.43,7.5,10,7499.01
75,1350,50,35,150,225,48,3.43,7.5,11,8460
75,1350,50,35,150,225,48,3.43,7.5,12,8770
75,1350,50,35,150,225,48,3.43,10,1,10359.55
75,1350,50,35,150,225,48,3.43,10,2,8901.79
75,1350,50,35,150,225,48,3.43,10,3,9563.05
75,1350,50,35,150,225,48,3.43,10,4,8516.56
75,1350,50,35,150,225,48,3.43,10,5,8494.08
75,1350,50,35,150,225,48,3.43,10,6,9031.43
75,1350,50,35,150,225,48,3.43,10,7,10687.09
75,1350,50,35,150,225,48,3.43,10,8,11465.88
75,1350,50,35,150,225,48,3.43,10,9,11884.47
75,1350,50,35,150,225,48,3.43,10,10,11584.9
75,1350,50,35,150,225,48,3.43,10,11,12200
75,1350,50,35,150,225,48,3.43,10,12,11300
75,1350,50,35,150,225,48,3.43,12.5,1,12969.18
75,1350,50,35,150,225,48,3.43,12.5,2,12263.84
75,1350,50,35,150,225,48,3.43,12.5,3,11486.86
75,1350,50,35,150,225,48,3.43,12.5,4,11973.17
75,1350,50,35,150,225,48,3.43,12.5,5,12115.03
75,1350,50,35,150,225,48,3.43,12.5,6,12902.49
75,1350,50,35,150,225,48,3.43,12.5,7,13769.87
75,1350,50,35,150,225,48,3.43,12.5,8,13525.21
75,1350,50,35,150,225,48,3.43,12.5,9,14272.43
75,1350,50,35,150,225,48,3.43,12.5,10,14273.18
75,1350,50,35,150,225,48,3.43,12.5,11,14800
75,1350,50,35,150,225,48,3.43,12.5,12,14900
75,1350,50,35,150,225,48,3.43,15,1,15599.16
75,1350,50,35,150,225,48,3.43,15,2,14889.99
75,1350,50,35,150,225,48,3.43,15,3,14060.79
75,1350,50,35,150,225,48,3.43,15,4,14662.25
75,1350,50,35,150,225,48,3.43,15,5,15523.6
75,1350,50,35,150,225,48,3.43,15,6,14294.42
75,1350,50,35,150,225,48,3.43,15,7,16003.88
75,1350,50,35,150,225,48,3.43,15,8,16970.86
75,1350,50,35,150,225,48,3.43,15,9,17692.06
75,1350,50,35,150,225,48,3.43,15,10,18529.42
75,1350,50,35,150,225,48,3.43,15,11,18700
75,1350,50,35,150,225,48,3.43,15,12,18600
75,1350,50,35,150,225,58,2.16,5,1,0
75,1350,50,35,150,225,58,2.16,5,2,5050
75,1350,50,35,150,225,58,2.16,5,3,3410
75,1350,50,35,150,225,58,2.16,5,4,3030
75,1350,50,35,150,225,58,2.16,5,5,4340
75,1350,50,35,150,225,58,2.16,5,6,2570
75,1350,50,35,150,225,58,2.16,5,7,2710
75,1350,50,35,150,225,58,2.16,5,8,3010
75,1350,50,35,150,225,58,2.16,5,9,3420
75,1350,50,35,150,225,58,2.16,5,10,4110
75,1350,50,35,150,225,58,2.16,5,11,4300
75,1350,50,35,150,225,58,2.16,5,12,3860
75,1350,50,35,150,225,58,2.16,7.5,1,0
75,1350,50,35,150,225,58,2.16,7.5,2,6490
75,1350,50,35,150,225,58,2.16,7.5,3,6360
75,1350,50,35,150,225,58,2.16,7.5,4,6260
75,1350,50,35,150,225,58,2.16,7.5,5,6450
75,1350,50,35,150,225,58,2.16,7.5,6,4890
75,1350,50,35,150,225,58,2.16,7.5,7,6820
75,1350,50,35,150,225,58,2.16,7.5,8,6230
75,1350,50,35,150,225,58,2.16,7.5,9,6350
75,1350,50,35,150,225,58,2.16,7.5,10,6370
75,1350,50,35,150,225,58,2.16,7.5,11,6940
75,1350,50,35,150,225,58,2.16,7.5,12,6770
75,1350,50,35,150,225,58,2.16,10,1,0
75,1350,50,35,150,225,58,2.16,10,2,9770
75,1350,50,35,150,225,58,2.16,10,3,9480
75,1350,50,35,150,225,58,2.16,10,4,9340
75,1350,50,35,150,225,58,2.16,10,5,9450
75,1350,50,35,150,225,58,2.16,10,6,8550
75,1350,50,35,150,225,58,2.16,10,7,8840
75,1350,50,35,150,225,58,2.16,10,8,8250
75,1350,50,35,150,225,58,2.16,10,9,8230
75,1350,50,35,150,225,58,2.16,10,10,9300
75,1350,50,35,150,225,58,2.16,10,11,9080
75,1350,50,35,150,225,58,2.16,10,12,8140
75,1350,50,35,150,225,58,2.16,12.5,1,0
75,1350,50,35,150,225,58,2.16,12.5,2,12300
75,1350,50,35,150,225,58,2.16,12.5,3,12000
75,1350,50,35,150,225,58,2.16,12.5,4,12100
75,1350,50,35,150,225,58,2.16,12.5,5,10800
75,1350,50,35,150,225,58,2.16,12.5,6,11800
75,1350,50,35,150,225,58,2.16,12.5,7,11800
75,1350,50,35,150,225,58,2.16,12.5,8,11200
75,1350,50,35,150,225,58,2.16,12.5,9,10900
75,1350,50,35,150,225,58,2.16,12.5,10,10800
75,1350,50,35,150,225,58,2.16,12.5,11,12000
75,1350,50,35,150,225,58,2.16,12.5,12,10700
75,1350,50,35,150,225,58,2.16,15,1,0
75,1350,50,35,150,225,58,2.16,15,2,15500
75,1350,50,35,150,225,58,2.16,15,3,13500
75,1350,50,35,150,225,58,2.16,15,4,13100
75,1350,50,35,150,225,58,2.16,15,5,13300
75,1350,50,35,150,225,58,2.16,15,6,13600
75,1350,50,35,150,225,58,2.16,15,7,14200
75,1350,50,35,150,225,58,2.16,15,8,15300
75,1350,50,35,150,225,58,2.16,15,9,14100
75,1350,50,35,150,225,58,2.16,15,10,14200
75,1350,50,35,150,225,58,2.16,15,11,14100
75,1350,50,35,150,225,58,2.16,15,12,15100
75,1350,50,35,187.5,187.5,44.16,4.7,5,1,0
75,1350,50,35,187.5,187.5,44.16,4.7,5,2,3137.85
75,1350,50,35,187.5,187.5,44.16,4.7,5,3,5081.76
75,1350,50,35,187.5,187.5,44.16,4.7,5,4,3748.38
75,1350,50,35,187.5,187.5,44.16,4.7,5,5,3746.12
75,1350,50,35,187.5,187.5,44.16,4.7,5,6,3850.85
75,1350,50,35,187.5,187.5,44.16,4.7,5,7,3618.39
75,1350,50,35,187.5,187.5,44.16,4.7,5,8,4146.9
75,1350,50,35,187.5,187.5,44.16,4.7,5,9,5507.69
75,1350,50,35,187.5,187.5,44.16,4.7,5,10,4881.57
75,1350,50,35,187.5,187.5,44.16,4.7,5,11,5120
75,1350,50,35,187.5,187.5,44.16,4.7,5,12,5670
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,1,0
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,2,4572.9
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,3,6947.53
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,4,6276.82
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,5,6276.82
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,6,6665.76
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,7,7402.47
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,8,7744.05
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,9,8555.36
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,10,7877.56
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,11,9530
75,1350,50,35,187.5,187.5,44.16,4.7,7.5,12,9160
75,1350,50,35,187.5,187.5,44.16,4.7,10,1,0
75,1350,50,35,187.5,187.5,44.16,4.7,10,2,6152.73
75,1350,50,35,187.5,187.5,44.16,4.7,10,3,9215.49
75,1350,50,35,187.5,187.5,44.16,4.7,10,4,9652.19
75,1350,50,35,187.5,187.5,44.16,4.7,10,5,9814.99
75,1350,50,35,187.5,187.5,44.16,4.7,10,6,9789.65
75,1350,50,35,187.5,187.5,44.16,4.7,10,7,10102.96
75,1350,50,35,187.5,187.5,44.16,4.7,10,8,11174.52
75,1350,50,35,187.5,187.5,44.16,4.7,10,9,11863.92
75,1350,50,35,187.5,187.5,44.16,4.7,10,10,12500
75,1350,50,35,187.5,187.5,44.16,4.7,10,11,13900
75,1350,50,35,187.5,187.5,44.16,4.7,10,12,12800
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,1,0
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,2,7756.13
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,3,11672.39
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,4,11690.88
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,5,11397.31
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,6,12860.28
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,7,12849.42
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,8,14511.63
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,9,15309.63
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,10,14222.63
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,11,16900
75,1350,50,35,187.5,187.5,44.16,4.7,12.5,12,16200
75,1350,50,35,187.5,187.5,44.16,4.7,15,1,0
75,1350,50,35,187.5,187.5,44.16,4.7,15,2,9319.99
75,1350,50,35,187.5,187.5,44.16,4.7,15,3,14335.22
75,1350,50,35,187.5,187.5,44.16,4.7,15,4,13668.97
75,1350,50,35,187.5,187.5,44.16,4.7,15,5,13816.3
75,1350,50,35,187.5,187.5,44.16,4.7,15,6,14641.8
75,1350,50,35,187.5,187.5,44.16,4.7,15,7,15656.39
75,1350,50,35,187.5,187.5,44.16,4.7,15,8,17287.81
75,1350,50,35,187.5,187.5,44.16,4.7,15,9,18347.25
75,1350,50,35,187.5,187.5,44.16,4.7,15,10,18923.03
75,1350,50,35,187.5,187.5,44.16,4.7,15,11,22600
75,1350,50,35,187.5,187.5,44.16,4.7,15,12,20300
75,1350,50,35,225,150,50.34,4.7,5,1,0
75,1350,50,35,225,150,50.34,4.7,5,2,4054.23
75,1350,50,35,225,150,50.34,4.7,5,3,3148.72
75,1350,50,35,225,150,50.34,4.7,5,4,4180.17
75,1350,50,35,225,150,50.34,4.7,5,5,3423.78
75,1350,50,35,225,150,50.34,4.7,5,6,3894.45
75,1350,50,35,225,150,50.34,4.7,5,7,4080.64
75,1350,50,35,225,150,50.34,4.7,5,8,4115.49
75,1350,50,35,225,150,50.34,4.7,5,9,4140.96
75,1350,50,35,225,150,50.34,4.7,5,10,4180
75,1350,50,35,225,150,50.34,4.7,5,11,5010
75,1350,50,35,225,150,50.34,4.7,5,12,4470
75,1350,50,35,225,150,50.34,4.7,7.5,1,0
75,1350,50,35,225,150,50.34,4.7,7.5,2,6337.33
75,1350,50,35,225,150,50.34,4.7,7.5,3,6085.68
75,1350,50,35,225,150,50.34,4.7,7.5,4,4798.86
75,1350,50,35,225,150,50.34,4.7,7.5,5,5532.28
75,1350,50,35,225,150,50.34,4.7,7.5,6,7333.45
75,1350,50,35,225,150,50.34,4.7,7.5,7,7357.43
75,1350,50,35,225,150,50.34,4.7,7.5,8,7540.55
75,1350,50,35,225,150,50.34,4.7,7.5,9,7639.22
75,1350,50,35,225,150,50.34,4.7,7.5,10,7760
75,1350,50,35,225,150,50.34,4.7,7.5,11,8220
75,1350,50,35,225,150,50.34,4.7,7.5,12,8440
75,1350,50,35,225,150,50.34,4.7,10,1,0
75,1350,50,35,225,150,50.34,4.7,10,2,8233.6
75,1350,50,35,225,150,50.34,4.7,10,3,8567.79
75,1350,50,35,225,150,50.34,4.7,10,4,7919.78
75,1350,50,35,225,150,50.34,4.7,10,5,8574.3
75,1350,50,35,225,150,50.34,4.7,10,6,9122.62
75,1350,50,35,225,150,50.34,4.7,10,7,9769.75
75,1350,50,35,225,150,50.34,4.7,10,8,10361.77
75,1350,50,35,225,150,50.34,4.7,10,9,10556.45
75,1350,50,35,225,150,50.34,4.7,10,10,10600
75,1350,50,35,225,150,50.34,4.7,10,11,11300
75,1350,50,35,225,150,50.34,4.7,10,12,11400
75,1350,50,35,225,150,50.34,4.7,12.5,1,0
75,1350,50,35,225,150,50.34,4.7,12.5,2,10366.01
75,1350,50,35,225,150,50.34,4.7,12.5,3,9833.34
75,1350,50,35,225,150,50.34,4.7,12.5,4,10438.19
75,1350,50,35,225,150,50.34,4.7,12.5,5,11241.55
75,1350,50,35,225,150,50.34,4.7,12.5,6,11900.79
75,1350,50,35,225,150,50.34,4.7,12.5,7,12535.22
75,1350,50,35,225,150,50.34,4.7,12.5,8,13158.2
75,1350,50,35,225,150,50.34,4.7,12.5,9,14000
75,1350,50,35,225,150,50.34,4.7,12.5,10,14500
75,1350,50,35,225,150,50.34,4.7,12.5,11,14900
75,1350,50,35,225,150,50.34,4.7,12.5,12,14800
75,1350,50,35,225,150,50.34,4.7,15,1,0
75,1350,50,35,225,150,50.34,4.7,15,2,13094.21
75,1350,50,35,225,150,50.34,4.7,15,3,12554.08
75,1350,50,35,225,150,50.34,4.7,15,4,12601.63
75,1350,50,35,225,150,50.34,4.7,15,5,13416.91
75,1350,50,35,225,150,50.34,4.7,15,6,14747.88
75,1350,50,35,225,150,50.34,4.7,15,7,16242.76
75,1350,50,35,225,150,50.34,4.7,15,8,17140.13
75,1350,50,35,225,150,50.34,4.7,15,9,16975.93
75,1350,50,35,225,150,50.34,4.7,15,10,18000
75,1350,50,35,225,150,50.34,4.7,15,11,19100
75,1350,50,35,225,150,50.34,4.7,15,12,18200
75,900,50,35,187.5,187.5,44.16,4.7,5,1,0
75,900,50,35,187.5,187.5,44.16,4.7,5,2,4110
75,900,50,35,187.5,187.5,44.16,4.7,5,3,3730
75,900,50,35,187.5,187.5,44.16,4.7,5,4,3800
75,900,50,35,187.5,187.5,44.16,4.7,5,5,2650
75,900,50,35,187.5,187.5,44.16,4.7,5,6,1590
75,900,50,35,187.5,187.5,44.16,4.7,5,7,1220
75,900,50,35,187.5,187.5,44.16,4.7,5,8,1230
75,900,50,35,187.5,187.5,44.16,4.7,5,9,1470
75,900,50,35,187.5,187.5,44.16,4.7,5,10,1540
75,900,50,35,187.5,187.5,44.16,4.7,5,11,3020
75,900,50,35,187.5,187.5,44.16,4.7,5,12,3670
75,1800,50,35,187.5,187.5,44.16,4.7,5,1,4500
75,1800,50,35,187.5,187.5,44.16,4.7,5,2,4890
75,1800,50,35,187.5,187.5,44.16,4.7,5,3,5330
75,1800,50,35,187.5,187.5,44.16,4.7,5,4,4490
75,1800,50,35,187.5,187.5,44.16,4.7,5,5,3830
75,1800,50,35,187.5,187.5,44.16,4.7,5,6,4560
75,1800,50,35,187.5,187.5,44.16,4.7,5,7,3350
75,1800,50,35,187.5,187.5,44.16,4.7,5,8,4460
75,1800,50,35,187.5,187.5,44.16,4.7,5,9,3980
75,1800,50,35,187.5,187.5,44.16,4.7,5,10,5140
75,1800,50,35,187.5,187.5,44.16,4.7,5,11,5580
75,1800,50,35,187.5,187.5,44.16,4.7,5,12,6230
75,1800,50,35,187.5,187.5,44.16,4.7,10,1,9990
75,1800,50,35,187.5,187.5,44.16,4.7,10,2,10100
75,1800,50,35,187.5,187.5,44.16,4.7,10,3,12400
75,1800,50,35,187.5,187.5,44.16,4.7,10,4,11600
75,1800,50,35,187.5,187.5,44.16,4.7,10,5,10400
75,1800,50,35,187.5,187.5,44.16,4.7,10,6,9610
75,1800,50,35,187.5,187.5,44.16,4.7,10,7,10300
75,1800,50,35,187.5,187.5,44.16,4.7,10,8,12000
75,1800,50,35,187.5,187.5,44.16,4.7,10,9,12500
75,1800,50,35,187.5,187.5,44.16,4.7,10,10,15200
75,1800,50,35,187.5,187.5,44.16,4.7,10,11,15800
75,1800,50,35,187.5,187.5,44.16,4.7,10,12,16100
150,5400,100,60,375,375,76,5.63,5,1,3232.27
150,5400,100,60,375,375,76,5.63,5,2,5450.7
150,5400,100,60,375,375,76,5.63,5,3,5071.97
150,5400,100,60,375,375,76,5.63,5,4,4524.05
150,5400,100,60,375,375,76,5.63,5,5,5032.09
150,5400,100,60,375,375,76,5.63,5,6,4382.74
150,5400,100,60,375,375,76,5.63,5,7,4339.15
150,5400,100,60,375,375,76,5.63,5,8,5132.85
150,5400,100,60,375,375,76,5.63,5,9,5963.57
150,5400,100,60,375,375,76,5.63,5,10,7311.34
150,5400,100,60,375,375,76,5.63,5,11,7552.07
150,5400,100,60,375,375,76,5.63,5,12,7377.09
150,5400,100,60,375,375,76,5.63,7.5,1,6722.19
150,5400,100,60,375,375,76,5.63,7.5,2,8320.71
150,5400,100,60,375,375,76,5.63,7.5,3,7794.22
150,5400,100,60,375,375,76,5.63,7.5,4,6621.59
150,5400,100,60,375,375,76,5.63,7.5,5,7083.24
150,5400,100,60,375,375,76,5.63,7.5,6,7635.46
150,5400,100,60,375,375,76,5.63,7.5,7,7563.53
150,5400,100,60,375,375,76,5.63,7.5,8,7441.87
150,5400,100,60,375,375,76,5.63,7.5,9,9181.63
150,5400,100,60,375,375,76,5.63,7.5,10,11611.22
150,5400,100,60,375,375,76,5.63,7.5,11,11099.69
150,5400,100,60,375,375,76,5.63,7.5,12,11780.52
150,5400,100,80,375,375,76,5.63,5,1,0
150,5400,100,80,375,375,76,5.63,5,2,5774.42
150,5400,100,80,375,375,76,5.63,5,3,4738.52
150,5400,100,80,375,375,76,5.63,5,4,4653.51
150,5400,100,80,375,375,76,5.63,5,5,4539.63
150,5400,100,80,375,375,76,5.63,5,6,4185.5
150,5400,100,80,375,375,76,5.63,5,7,4294.2
150,5400,100,80,375,375,76,5.63,5,8,4767.47
150,5400,100,80,375,375,76,5.63,5,9,4856.41
150,5400,100,80,375,375,76,5.63,5,10,5578.2
150,5400,100,80,375,375,76,5.63,5,11,6057.5
150,5400,100,80,375,375,76,5.63,5,12,5756.26
150,5400,100,80,375,375,76,5.63,7.5,1,0
150,5400,100,80,375,375,76,5.63,7.5,2,8679.81
150,5400,100,80,375,375,76,5.63,7.5,3,8164.36
150,5400,100,80,375,375,76,5.63,7.5,4,7153.44
150,5400,100,80,375,375,76,5.63,7.5,5,6218.39
150,5400,100,80,375,375,76,5.63,7.5,6,6489.38
150,5400,100,80,375,375,76,5.63,7.5,7,7179.02
150,5400,100,80,375,375,76,5.63,7.5,8,7288.35
150,5400,100,80,375,375,76,5.63,7.5,9,8653.04
150,5400,100,80,375,375,76,5.63,7.5,10,8914.17
150,5400,100,80,375,375,76,5.63,7.5,11,9719.72
150,5400,100,80,375,375,76,5.63,7.5,12,10945.89
150,5400,100,80,375,375,76,5.63,10,1,0
150,5400,100,80,375,375,76,5.63,10,2,11760.29
150,5400,100,80,375,375,76,5.63,10,3,11149.14
150,5400,100,80,375,375,76,5.63,10,4,9721.04
150,5400,100,80,375,375,76,5.63,10,5,10608.63
150,5400,100,80,375,375,76,5.63,10,6,8484.67
150,5400,100,80,375,375,76,5.63,10,7,9251.74
150,5400,100,80,375,375,76,5.63,10,8,9742.04
150,5400,100,80,375,375,76,5.63,10,9,11103.18
150,5400,100,80,375,375,76,5.63,10,10,13462.34
150,5400,100,80,375,375,76,5.63,10,11,13834.22
150,5400,100,80,375,375,76,5.63,10,12,12814.76
150,5400,100,90,375,375,76,5.63,5,1,5635.68
150,5400,100,90,375,375,76,5.63,5,2,5219.48
150,5400,100,90,375,375,76,5.63,5,3,5897.08
150,5400,100,90,375,375,76,5.63,5,4,4605.08
150,5400,100,90,375,375,76,5.63,5,5,3986.27
150,5400,100,90,375,375,76,5.63,5,6,4096.27
150,5400,100,90,375,375,76,5.63,5,7,3472.16
150,5400,100,90,375,375,76,5.63,5,8,4221.03
150,5400,100,90,375,375,76,5.63,5,9,5030.65
150,5400,100,90,375,375,76,5.63,5,10,5331.03
150,5400,100,90,375,375,76,5.63,5,11,5691.53
150,5400,100,90,375,375,76,5.63,5,12,5920.47
150,5400,100,90,375,375,76,5.63,7.5,1,7861.51
150,5400,100,90,375,375,76,5.63,7.5,2,7861.51
150,5400,100,90,375,375,76,5.63,7.5,3,7447.96
150,5400,100,90,375,375,76,5.63,7.5,4,7974.32
150,5400,100,90,375,375,76,5.63,7.5,5,5957.34
150,5400,100,90,375,375,76,5.63,7.5,6,5956.55
150,5400,100,90,375,375,76,5.63,7.5,7,6909.21
150,5400,100,90,375,375,76,5.63,7.5,8,6689.43
150,5400,100,90,375,375,76,5.63,7.5,9,7370.32
150,5400,100,90,375,375,76,5.63,7.5,10,9456.69
150,5400,100,90,375,375,76,5.63,7.5,11,9122.42
150,5400,100,90,375,375,76,5.63,7.5,12,8486.63
150,5400,100,90,375,375,76,5.63,10,1,5100.82
150,5400,100,90,375,375,76,5.63,10,2,12722.22
150,5400,100,90,375,375,76,5.63,10,3,11220.69
150,5400,100,90,375,375,76,5.63,10,4,9675.08
150,5400,100,90,375,375,76,5.63,10,5,8876.02
150,5400,100,90,375,375,76,5.63,10,6,7850.34
150,5400,100,90,375,375,76,5.63,10,7,7775.75
150,5400,100,90,375,375,76,5.63,10,8,8746.49
150,5400,100,90,375,375,76,5.63,10,9,9957.36
150,5400,100,90,375,375,76,5.63,10,10,12068.33
150,5400,100,90,375,375,76,5.63,10,11,13361.21
150,5400,100,90,375,375,76,5.63,10,12,12304.41
150,5400,100,70,375,375,66,6.39,5,1,5395.33
150,5400,100,70,375,375,66,6.39,5,2,5550.71
150,5400,100,70,375,375,66,6.39,5,3,5161.32
150,5400,100,70,375,375,66,6.39,5,4,5071
150,5400,100,70,375,375,66,6.39,5,5,4484.58
150,5400,100,70,375,375,66,6.39,5,6,4498.92
150,5400,100,70,375,375,66,6.39,5,7,4822.6
150,5400,100,70,375,375,66,6.39,5,8,5902.2
