z,v
0.8,1.13E+04
0.8,1.13E+04
0.8,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.13E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.11E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.05E+04
0.81,1.09E+04
0.81,1.09E+04
0.81,1.09E+04
0.81,1.09E+04
0.81,1.09E+04
0.81,1.09E+04
0.82,1.09E+04
0.82,1.09E+04
0.82,1.09E+04
0.82,1.09E+04
0.82,1.09E+04
0.82,1.09E+04
0.82,1.09E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.82,1.11E+04
0.83,1.11E+04
0.83,1.11E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.83,1.15E+04
0.84,1.15E+04
0.84,1.15E+04
0.84,1.15E+04
0.84,1.15E+04
0.84,1.15E+04
0.84,1.15E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.84,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.85,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.17E+04
0.86,1.14E+04
0.86,1.14E+04
0.86,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.14E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.13E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.86,1.10E+04
0.86,1.10E+04
0.86,1.10E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,1.03E+04
0.86,9.67E+03
0.86,9.67E+03
0.86,9.67E+03
0.86,9.67E+03
0.86,9.67E+03
0.86,9.67E+03
0.86,9.67E+03
0.86,9.67E+03
0.86,9.67E+03
0.86,9.67E+03
0.86,9.67E+03
0.86,9.67E+03
0.85,9.67E+03
0.85,9.67E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.84E+03
0.85,8.55E+03
0.85,8.55E+03
0.85,8.55E+03
0.85,8.55E+03
0.85,8.55E+03
0.85,8.55E+03
0.85,8.55E+03
0.85,8.55E+03
0.85,8.66E+03
0.85,8.66E+03
0.85,8.66E+03
0.85,8.66E+03
0.85,8.66E+03
0.85,8.66E+03
0.85,8.66E+03
0.85,8.66E+03
0.85,8.66E+03
0.85,8.97E+03
0.85,8.97E+03
0.85,9.09E+03
0.85,9.09E+03
0.85,9.09E+03
0.85,9.09E+03
0.85,9.09E+03
0.85,9.09E+03
0.85,9.38E+03
0.85,9.38E+03
0.85,9.38E+03
0.85,9.38E+03
0.85,9.38E+03
0.85,9.55E+03
0.85,9.55E+03
0.85,9.55E+03
0.85,9.55E+03
0.85,9.55E+03
0.85,9.55E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,9.74E+03
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.02E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.08E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.85,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.12E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.84,1.11E+04
0.85,1.11E+04
0.85,1.11E+04
0.85,1.11E+04
0.85,1.11E+04
0.85,1.11E+04
0.85,1.11E+04
0.85,1.11E+04
0.85,1.11E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.10E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.07E+04
0.85,1.01E+04
0.85,1.01E+04
0.85,1.01E+04
0.85,1.01E+04
0.85,1.01E+04
0.85,1.01E+04
0.85,1.01E+04
0.86,1.01E+04
0.86,1.01E+04
0.86,1.01E+04
0.86,1.01E+04
0.86,1.01E+04
0.86,9.81E+03
0.86,9.81E+03
0.86,9.81E+03
0.86,9.81E+03
0.86,9.81E+03
0.86,9.81E+03
0.86,9.81E+03
0.86,9.81E+03
0.86,9.81E+03
0.86,9.81E+03
0.86,1.06E+04
0.86,1.06E+04
0.86,1.06E+04
0.86,1.06E+04
0.86,1.06E+04
0.87,1.06E+04
0.87,1.06E+04
0.87,1.06E+04
0.87,1.06E+04
0.87,1.06E+04
0.87,1.06E+04
0.87,1.06E+04
0.87,1.06E+04
0.87,1.06E+04
0.87,1.06E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.10E+04
0.87,1.11E+04
0.87,1.11E+04
0.87,1.11E+04
0.87,1.11E+04
0.87,1.11E+04
0.87,1.11E+04
0.87,1.11E+04
0.87,1.11E+04
0.87,1.11E+04
0.87,1.12E+04
0.88,1.12E+04
0.88,1.12E+04
0.88,1.12E+04
0.88,1.12E+04
0.88,1.12E+04
0.88,1.12E+04
0.88,1.12E+04
0.88,1.12E+04
0.88,1.12E+04
0.88,1.13E+04
0.88,1.13E+04
0.88,1.13E+04
0.88,1.13E+04
0.88,1.13E+04
0.88,1.13E+04
0.88,1.13E+04
0.88,1.13E+04
0.88,1.13E+04
0.88,1.13E+04
0.89,1.13E+04
0.89,1.13E+04
0.89,1.13E+04
0.89,1.13E+04
0.89,1.13E+04
0.89,1.13E+04
0.89,1.13E+04
0.89,1.12E+04
0.89,1.12E+04
0.89,1.12E+04
0.89,1.12E+04
0.89,1.12E+04
0.89,1.12E+04
0.89,1.11E+04
0.9,1.11E+04
0.9,1.11E+04
0.9,1.11E+04
0.9,1.10E+04
0.9,1.10E+04
0.9,1.10E+04
0.9,1.10E+04
0.9,1.10E+04
0.9,1.10E+04
0.9,1.10E+04
0.9,1.10E+04
0.9,1.10E+04
0.9,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.09E+04
0.91,1.09E+04
0.91,1.09E+04
0.91,1.09E+04
0.91,1.09E+04
0.91,1.09E+04
0.91,1.09E+04
0.91,1.09E+04
0.91,1.09E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.10E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.11E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,1.08E+04
0.91,9.93E+03
0.91,9.93E+03
0.91,9.93E+03
0.91,9.93E+03
0.9,9.93E+03
0.9,9.93E+03
0.9,9.93E+03
0.9,9.93E+03
0.9,9.93E+03
0.9,9.93E+03
0.9,9.93E+03
0.9,9.93E+03
0.9,9.44E+03
0.9,9.44E+03
0.9,9.44E+03
0.9,9.44E+03
0.9,9.44E+03
0.9,9.44E+03
0.9,9.44E+03
0.9,9.30E+03
0.9,9.30E+03
0.9,9.30E+03
0.9,9.30E+03
0.9,8.99E+03
0.9,8.99E+03
0.9,8.99E+03
0.9,8.99E+03
0.9,8.99E+03
0.9,8.99E+03
0.9,8.99E+03
0.9,8.99E+03
0.9,8.99E+03
0.9,8.99E+03
0.9,8.99E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.9,8.88E+03
0.89,9.02E+03
0.89,9.02E+03
0.89,9.09E+03
0.89,9.09E+03
0.89,9.09E+03
0.89,9.09E+03
0.89,9.09E+03
0.89,9.09E+03
0.89,9.24E+03
0.89,9.24E+03
0.89,9.24E+03
0.89,9.24E+03
0.89,9.24E+03
0.89,9.24E+03
0.89,9.24E+03
0.89,9.24E+03
0.89,9.24E+03
0.89,9.24E+03
0.89,9.24E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,9.56E+03
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.04E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.11E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.10E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.09E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.07E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.06E+04
0.89,1.05E+04
0.89,1.05E+04
0.89,1.05E+04
0.89,1.05E+04
0.89,1.05E+04
0.9,1.05E+04
0.9,1.05E+04
0.9,1.03E+04
0.9,1.03E+04
0.9,1.03E+04
0.9,1.00E+04
0.9,1.00E+04
0.9,1.00E+04
0.9,1.00E+04
0.9,1.00E+04
0.9,1.00E+04
0.9,9.86E+03
0.9,9.86E+03
0.9,9.86E+03
0.9,9.86E+03
0.9,9.86E+03
0.91,9.86E+03
0.91,9.92E+03
0.91,9.92E+03
0.91,9.92E+03
0.91,9.92E+03
0.91,9.92E+03
0.91,1.01E+04
0.91,1.01E+04
0.91,1.01E+04
0.91,1.01E+04
0.91,1.01E+04
0.91,1.01E+04
0.91,1.01E+04
0.91,1.01E+04
0.91,1.04E+04
0.91,1.04E+04
0.91,1.04E+04
0.91,1.04E+04
0.92,1.04E+04
0.92,1.04E+04
0.92,1.04E+04
0.92,1.04E+04
0.92,1.04E+04
0.92,1.06E+04
0.92,1.06E+04
0.92,1.06E+04
0.92,1.06E+04
0.92,1.06E+04
0.92,1.07E+04
0.92,1.07E+04
0.92,1.07E+04
0.93,1.07E+04
0.93,1.07E+04
0.93,1.07E+04
0.93,1.08E+04
0.93,1.08E+04
0.93,1.08E+04
0.93,1.08E+04
0.93,1.08E+04
0.93,1.08E+04
0.93,1.08E+04
0.93,1.08E+04
0.93,1.08E+04
0.93,1.08E+04
0.93,1.08E+04
0.93,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.94,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.08E+04
0.95,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.07E+04
0.96,1.08E+04
0.96,1.08E+04
0.96,1.08E+04
0.96,1.08E+04
0.96,1.08E+04
0.96,1.08E+04
0.96,1.08E+04
0.96,1.08E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.10E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.11E+04
0.96,1.10E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.96,1.09E+04
0.95,1.09E+04
0.95,1.09E+04
0.95,1.09E+04
0.95,1.09E+04
0.95,1.09E+04
0.95,1.09E+04
0.95,1.06E+04
0.95,1.06E+04
0.95,1.06E+04
0.95,1.06E+04
0.95,1.05E+04
0.95,1.05E+04
0.95,1.05E+04
0.95,1.05E+04
0.95,1.05E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,1.01E+04
0.95,9.54E+03
0.95,9.54E+03
0.95,9.54E+03
0.95,9.54E+03
0.96,9.54E+03
0.96,9.54E+03
0.96,9.54E+03
0.96,9.54E+03
0.96,9.54E+03
0.96,9.54E+03
0.96,9.54E+03
0.96,9.54E+03
0.96,9.54E+03
0.96,9.54E+03
0.96,9.54E+03
0.97,9.13E+03
0.97,9.13E+03
0.97,9.13E+03
0.97,9.13E+03
0.97,9.13E+03
0.97,9.13E+03
0.97,9.13E+03
0.97,9.13E+03
0.97,9.13E+03
0.97,9.13E+03
0.97,9.13E+03
0.98,9.13E+03
0.98,9.13E+03
0.98,9.13E+03
0.98,9.13E+03
0.98,9.13E+03
0.98,9.13E+03
0.98,9.10E+03
0.98,9.10E+03
0.98,9.10E+03
0.98,9.10E+03
0.99,9.10E+03
0.99,9.10E+03
0.99,9.10E+03
0.99,9.10E+03
0.99,9.10E+03
0.99,9.10E+03
0.99,9.10E+03
0.99,9.10E+03
0.99,9.10E+03
0.99,9.10E+03
1,9.29E+03
1,9.29E+03
1,9.29E+03
1,9.29E+03
1,9.29E+03
1,9.29E+03
1,9.29E+03
1,9.29E+03
1,9.36E+03
1,9.53E+03
1,9.53E+03
1,9.53E+03
1.01,9.53E+03
1.01,9.53E+03
1.01,9.53E+03
1.01,9.53E+03
1.01,9.53E+03
1.01,9.53E+03
1.01,9.53E+03
1.01,9.53E+03
1.01,9.53E+03
1.01,9.87E+03
1.01,9.87E+03
1.01,9.87E+03
1.01,9.87E+03
1.01,9.87E+03
1.01,1.01E+04
1.02,1.01E+04
1.02,1.01E+04
1.02,1.01E+04
1.02,1.01E+04
1.02,1.01E+04
1.02,1.01E+04
1.02,1.01E+04
1.02,1.01E+04
1.02,1.04E+04
1.02,1.04E+04
1.02,1.04E+04
1.02,1.04E+04
1.02,1.04E+04
1.02,1.04E+04
1.02,1.04E+04
1.02,1.04E+04
1.02,1.04E+04
1.02,1.04E+04
1.02,1.06E+04
1.02,1.06E+04
1.02,1.06E+04
1.02,1.06E+04
1.03,1.06E+04
1.03,1.06E+04
1.03,1.06E+04
1.03,1.06E+04
1.03,1.06E+04
1.03,1.06E+04
1.03,1.06E+04
1.03,1.06E+04
1.03,1.06E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.07E+04
1.03,1.10E+04
1.03,1.10E+04
1.03,1.10E+04
1.03,1.10E+04
1.04,1.10E+04
1.04,1.10E+04
1.04,1.10E+04
1.04,1.10E+04
1.04,1.10E+04
1.04,1.10E+04
1.04,1.10E+04
1.04,1.10E+04
1.04,1.10E+04
1.04,1.10E+04
1.04,1.10E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.12E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
1.04,1.15E+04
